Event Property Name,Property Type,Property Group Names,Property Description,Property Value Type,Property Schema Status,Property Required,Property Is Array,Property First Seen,Property Last Seen
Previous Last Campaign,Event Property,,,any,LIVE,False,False,2019-05-03,2023-09-22
Previous Last Lead Source,Event Property,,,any,LIVE,False,False,2019-05-03,2023-09-22
Previous Lead Company,Event Property,,,any,LIVE,False,False,2019-05-03,2023-09-22
Previous Lead Email,Event Property,,,any,LIVE,False,False,2019-05-05,2023-09-22
Previous Lead MadKudu Fit Score,Event Property,,,any,LIVE,False,False,2019-05-03,2023-09-22
Previous Lead MadKudu Fit Segment,Event Property,,,any,LIVE,False,False,2019-05-03,2023-09-22
Previous Lead Market Segment,Event Property,,,any,LIVE,False,False,2019-05-03,2023-09-22
Previous Lead Region,Event Property,,,any,LIVE,False,False,2019-05-03,2023-09-22
Previous Lead Source,Event Property,,,any,LIVE,False,False,2019-05-03,2023-09-22
Previous Lead Status,Event Property,,,any,LIVE,False,False,2019-05-03,2023-09-22
Previous MadKudu Lead Grade Score,Event Property,,,any,LIVE,False,False,2019-05-04,2023-09-22
Previous MadKudu Lead Grade Segment,Event Property,,,any,LIVE,False,False,2019-05-04,2023-09-22
Previous MadKudu Likelihood to Buy Score,Event Property,,,any,LIVE,False,False,2019-05-04,2023-09-22
Previous MadKudu Likelihood to Buy Segment,Event Property,,,any,LIVE,False,False,2019-05-04,2023-09-22
Previous Member Description,Event Property,,,any,LIVE,False,False,2019-09-10,2020-07-27
Previous Member First Responded Date,Event Property,,,any,LIVE,False,False,2019-07-22,2023-08-20
Previous Member Lead Source,Event Property,,,any,LIVE,False,False,2019-12-19,2021-03-09
Previous Member Status,Event Property,,,any,LIVE,False,False,2019-07-17,2023-09-18
Previous Member Title,Event Property,,,any,LIVE,False,False,2019-07-16,2020-11-19
Previous Opportunity Amount,Event Property,,,any,LIVE,False,False,2019-05-04,2023-09-22
Previous Opportunity Close Date,Event Property,,,any,LIVE,False,False,2019-05-04,2023-09-22
Previous Opportunity Closed Lost Reason(s),Event Property,,,any,LIVE,False,False,2019-05-06,2023-02-28
Previous Opportunity Created Time,Event Property,,,any,LIVE,False,False,2019-05-04,2023-09-22
Previous Opportunity Forecast Category Name,Event Property,,,any,LIVE,False,False,2019-05-04,2023-09-22
Previous Opportunity Lead Source,Event Property,,,any,LIVE,False,False,2019-05-06,2023-05-17
Previous Opportunity Market Segment,Event Property,,,any,LIVE,False,False,2019-05-19,2023-09-14
Previous Opportunity Master Parent Account Name,Event Property,,,any,LIVE,False,False,2019-05-10,2023-09-15
Previous Opportunity Master Parent Market Segment,Event Property,,,any,LIVE,False,False,2019-05-10,2023-09-14
Previous Opportunity Name,Event Property,,,any,LIVE,False,False,2019-05-06,2023-09-22
Previous Opportunity Probability,Event Property,,,any,LIVE,False,False,2019-05-04,2023-09-22
Previous Opportunity Renewal ARR,Event Property,,,any,LIVE,False,False,2019-05-04,2023-09-22
Previous Opportunity Stage Name,Event Property,,,any,LIVE,False,False,2019-05-04,2023-09-22
Previous Opportunity Type,Event Property,,,any,LIVE,False,False,2019-05-07,2023-09-22
Previous Task Description,Event Property,,,any,LIVE,False,False,2019-05-05,2023-09-22
Previous Task Status,Event Property,,,any,LIVE,False,False,2019-05-03,2023-09-20
Previous Task Subject,Event Property,,,any,LIVE,False,False,2019-05-04,2023-09-22
Previous Task Type,Event Property,,,any,LIVE,False,False,2019-05-06,2023-09-21
Price Book,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Primary Campaign Source,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Primary Campaign Source Type,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Primary Churn Reason,Event Property,,,,UNEXPECTED,False,False,2024-10-02,2025-03-12
Primary Closed Lost Reason,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Primary Industry,Event Property,,,,UNEXPECTED,False,False,2024-06-27,2025-03-13
Primary Quote,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Primary Use Case,Event Property,,,,UNEXPECTED,False,False,2023-07-06,2024-07-29
Probability (%),Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Product Extension Purchased,Event Property,,,any,LIVE,False,False,2022-06-26,2025-03-13
Product Feedback,Event Property,,,any,LIVE,False,False,2022-06-02,2025-03-11
Product Usage Health,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Product Usage Health|90 Days To Renewal,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Product(s) Involved in Deal,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Production Data Integration Method,Event Property,,,any,LIVE,False,False,2022-06-06,2025-03-10
Progress,Event Property,,,any,LIVE,False,False,2020-10-14,2022-03-16
Project Success Metrics,Event Property,,,,UNEXPECTED,False,False,2023-07-06,2025-03-13
Projected Vol Usage(%) | Current Period,Event Property,,,,UNEXPECTED,False,False,2024-09-26,2025-03-13
Push As NetSuite Opportunity,Event Property,,,any,LIVE,False,False,2022-06-01,2023-12-15
Push As NetSuite Project,Event Property,,,any,LIVE,False,False,2022-06-01,2023-12-15
Push To NetSuite,Event Property,,,any,LIVE,False,False,2022-06-01,2023-12-15
Qualified Stage,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Quarterly Transaction Timing,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Question,Event Property,,,any,LIVE,False,False,2020-07-22,2021-03-12
Quip Doc URL,Event Property,,,,UNEXPECTED,False,False,2024-09-26,2025-03-05
Quote End Date,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Quote Start Date,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Recommend Models ARR (Change),Event Property,,,any,LIVE,False,False,,
Recommend Models ARR (Ending),Event Property,,,any,LIVE,False,False,2022-06-01,2022-10-24
Recommend Models ARR (Forecast),Event Property,,,any,LIVE,False,False,2022-06-01,2022-10-24
Recommend Syncs ARR (Change),Event Property,,,any,LIVE,False,False,,
Recommend Syncs ARR (Ending),Event Property,,,any,LIVE,False,False,2022-06-01,2022-10-24
Recommend Syncs ARR (Forecast),Event Property,,,any,LIVE,False,False,2022-06-01,2022-10-24
Recommended Credit Limit,Event Property,,,,UNEXPECTED,False,False,2023-02-03,2025-03-13
RecordTypeId,Event Property,,,any,LIVE,False,False,2020-09-18,2020-10-19
Referenceable,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Renewal,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Renewal ARR,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Renewal Average ARR,Event Property,,,,UNEXPECTED,False,False,2025-02-21,2025-03-13
Renewal Base Date,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Renewal Forecast Date,Event Property,,,,UNEXPECTED,False,False,2024-05-30,2025-03-13
Renewal MRR,Event Property,,,,UNEXPECTED,False,False,2023-01-21,2025-03-13
Renewal Management / Velocity Handover,Event Property,,,,UNEXPECTED,False,False,2025-01-10,2025-03-13
Renewal Operations Specialist,Event Property,,,,UNEXPECTED,False,False,2024-02-28,2025-02-21
Renewal Quote Exists Before Amend,Event Property,,,,UNEXPECTED,False,False,2024-09-19,2025-03-13
Renewal Quote Source,Event Property,,,,UNEXPECTED,False,False,2024-01-19,2025-03-13
Renewal Risks,Event Property,,,any,LIVE,False,False,2022-06-29,2022-10-24
Renewed Contract,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Replacement Opportunity,Event Property,,,any,LIVE,False,False,2022-06-02,2024-02-23
Replacement Opportunity Next Steps,Event Property,,,any,LIVE,False,False,2022-06-30,2023-12-22
Replacement Opportunity Notes,Event Property,,,any,LIVE,False,False,2022-06-03,2024-05-28
Request SC,Event Property,,,any,LIVE,False,False,2022-06-01,2024-03-08
Request SE,Event Property,,,,UNEXPECTED,False,False,2024-03-08,2025-03-13
Resource,Event Property,,,any,LIVE,False,False,2021-03-04,2022-04-12
Response ID,Event Property,,,any,LIVE,False,False,2022-06-01,2025-01-10
Retention Use Cases,Event Property,,,,UNEXPECTED,False,False,2023-10-22,2025-03-13
S0 Meeting Date,Event Property,,,,UNEXPECTED,False,False,2023-07-06,2025-03-13
S0 Qualification Notes,Event Property,,,,UNEXPECTED,False,False,2023-07-06,2025-03-13
S1 Qualification Notes,Event Property,,,,UNEXPECTED,False,False,2023-07-06,2025-03-13
S2 Date,Event Property,,,,UNEXPECTED,False,False,2024-05-08,2024-05-08
S2 Qualification Notes,Event Property,,,,UNEXPECTED,False,False,2023-07-06,2025-03-13
SAO Date,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
SC Closed Lost Notes,Event Property,,,any,LIVE,False,False,2022-06-02,2024-02-15
SC Investment,Event Property,,,any,LIVE,False,False,2022-06-01,2024-03-08
SC Manager Forecast Notes,Event Property,,,any,LIVE,False,False,2022-06-02,2024-03-08
SC Notes (Active Deal Cycle),Event Property,,,any,LIVE,False,False,2022-06-01,2024-03-08
SC Priority,Event Property,,,any,LIVE,False,False,2022-06-01,2024-03-08
SC Product Feedback,Event Property,,,any,LIVE,False,False,2022-06-07,2023-12-22
SC Score,Event Property,,,,UNEXPECTED,False,False,2023-09-26,2024-03-08
SC Technical Stage,Event Property,,,any,LIVE,False,False,2022-06-01,2024-03-08
SC Technical Win Forecast Category,Event Property,,,any,LIVE,False,False,2022-06-02,2024-03-08
SC Technical Win Solution Fit,Event Property,,,any,LIVE,False,False,2022-06-01,2024-03-08
SE Closed Lost Notes,Event Property,,,,UNEXPECTED,False,False,2024-08-21,2024-10-07
SE Investment,Event Property,,,,UNEXPECTED,False,False,2024-03-08,2025-03-13
SE Manager Forecast Notes,Event Property,,,,UNEXPECTED,False,False,2024-03-08,2025-03-13
SE Notes (Active Deal Cycle),Event Property,,,,UNEXPECTED,False,False,2024-03-08,2025-03-13
SE Priority,Event Property,,,,UNEXPECTED,False,False,2024-03-08,2025-03-13
SE Score,Event Property,,,,UNEXPECTED,False,False,2024-03-08,2025-03-13
SE Technical Stage,Event Property,,,,UNEXPECTED,False,False,2024-03-11,2025-03-11
SE Technical Win Forecast Category,Event Property,,,,UNEXPECTED,False,False,2024-03-13,2025-03-11
SE Technical Win Solution Fit,Event Property,,,,UNEXPECTED,False,False,2024-03-08,2025-03-13
SRM Owned,Event Property,,,,UNEXPECTED,False,False,2023-11-02,2024-03-29
Sales Channel,Event Property,,,,UNEXPECTED,False,False,2024-01-26,2025-03-13
Sales Insight,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Sales Manager Notes,Event Property,,,any,LIVE,False,False,2022-06-02,2025-03-13
Sales Play,Event Property,,,,UNEXPECTED,False,False,2024-09-28,2025-03-13
Sales Territory,Event Property,,,,UNEXPECTED,False,False,2024-12-30,2025-03-13
SalesForce Object Type,Event Property,,,any,LIVE,False,False,2018-12-19,2018-12-19
Salesforce Object Type,Event Property,,,any,LIVE,False,False,2018-12-24,2023-09-22
Scale,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Scholarship_Partner__c,Event Property,,,any,LIVE,False,False,2019-10-03,2025-06-06
Secondary Churn Reason,Event Property,,,,UNEXPECTED,False,False,2024-10-02,2025-03-12
Secondary Closed Lost Reason,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Secondary Use Case,Event Property,,,,UNEXPECTED,False,False,2023-07-06,2024-07-29
Security Request Due Date,Event Property,,,any,LIVE,False,False,2022-06-02,2024-06-28
Security Request Recieved,Event Property,,,any,LIVE,False,False,2022-06-10,2023-03-01
Security Review Completed,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Security Review Initiated,Event Property,,,,UNEXPECTED,False,False,2023-07-06,2025-03-13
Security Review Link,Event Property,,,any,LIVE,False,False,2022-06-02,2024-01-05
Send as test record to IO,Event Property,,,,UNEXPECTED,False,False,2023-09-06,2024-08-16
Sequence Attributed?,Event Property,,,,UNEXPECTED,False,False,2024-02-29,2025-03-13
Service Offering Notes,Event Property,,,,UNEXPECTED,False,False,2024-07-15,2025-03-13
Service Offerings,Event Property,,,,UNEXPECTED,False,False,2024-07-15,2025-03-13
Service Team,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Service Tier,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Services Partner Account,Event Property,,,,UNEXPECTED,False,False,2023-09-11,2025-03-13
Ship To Tier,Event Property,,,any,LIVE,False,False,2022-06-01,2023-12-15
Ship To Tier (IO),Event Property,,,,UNEXPECTED,False,False,2023-09-06,2024-08-16
Signatory,Event Property,,,any,LIVE,False,False,2022-07-17,2023-06-27
Skip Export To NetSuite (IO),Event Property,,,,UNEXPECTED,False,False,2023-09-06,2024-08-16
Sourcing Rep,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Sourcing Rep Name,Event Property,,,any,LIVE,False,False,2018-12-24,2023-09-22
Sourcing Rep Role,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Sourcing Rep Team,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Stage,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Stage 1 Date,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Stage 2 Date,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Stage 3 Date,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Stage 4 Date,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Stage 5 Date,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Stage 6 Date,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Stage SC Was Added,Event Property,,,,UNEXPECTED,False,False,2022-09-07,2022-09-07
Standard MSA?,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
State,Event Property,,,any,LIVE,False,False,2020-08-28,2025-06-02
Status,Event Property,,,,UNEXPECTED,False,False,2023-02-03,2025-03-13
Step Approved,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Step Up Opportunity,Event Property,,,,UNEXPECTED,False,False,2024-08-26,2025-03-13
Sub-Type,Event Property,,,,UNEXPECTED,False,False,2023-08-11,2025-03-13
Summarize Decision Process,Event Property,,,,UNEXPECTED,False,False,2023-07-06,2025-03-13
Summarize prospect's business,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Sync In Progress,Event Property,,,any,LIVE,False,False,2022-06-01,2023-12-15
Sync to Outreach,Event Property,,,,UNEXPECTED,False,False,2024-03-07,2025-03-13
Sync_with_SFDC__c,Event Property,,,,UNEXPECTED,False,False,2025-01-08,2025-06-07
System Modstamp,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Target Account Grade,Event Property,,,any,LIVE,False,False,2022-06-30,2025-03-13
Task Account Name,Event Property,,,any,LIVE,False,False,2019-02-01,2023-09-22
Task Description,Event Property,,,any,LIVE,False,False,2019-02-01,2023-09-22
Task Id,Event Property,,,any,LIVE,False,False,2019-03-27,2023-09-22
Task Status,Event Property,,,any,LIVE,False,False,2019-05-03,2023-09-22
Task Subject,Event Property,,,any,LIVE,False,False,2019-02-01,2023-09-22
Task Type,Event Property,,,any,LIVE,False,False,2019-02-01,2023-09-22
Task What Name,Event Property,,,any,LIVE,False,False,2019-02-01,2023-09-22
Task What Type,Event Property,,,any,LIVE,False,False,2019-02-01,2023-09-22
Task Who Email,Event Property,,,any,LIVE,False,False,2019-05-03,2023-09-22
Task Who Name,Event Property,,,any,LIVE,False,False,2019-02-01,2023-09-22
Task Who Type,Event Property,,,any,LIVE,False,False,2019-02-01,2019-05-10
TaskOwner Name,Event Property,,,any,LIVE,False,False,2019-02-01,2023-09-22
Tech Partners in Evaluation,Event Property,,,any,LIVE,False,False,2022-06-02,2025-02-18
Technical Champion,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Technical Pain (Why buy from Amplitude?),Event Property,,,,UNEXPECTED,False,False,2023-07-06,2025-03-13
Technical Win confirmed,Event Property,,,,UNEXPECTED,False,False,2023-07-06,2025-03-13
Technology_Category__c,Event Property,,,any,LIVE,False,False,2020-10-06,2020-10-19
Test Record,Event Property,,,,UNEXPECTED,False,False,2024-03-15,2025-03-13
Thanks,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Title,Event Property,,,any,LIVE,False,False,2018-10-24,2025-06-07
Total Amount,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Transition Plan Link,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Trigger Opportunity Notification,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Type,Event Property,,,any,LIVE,False,False,2020-04-08,2025-03-13
Types_of_Services__c,Event Property,,,any,LIVE,False,False,2020-09-18,2020-10-15
Uplift ARR,Event Property,,,,UNEXPECTED,False,False,2025-02-21,2025-03-13
Usage Quota,Event Property,,,,UNEXPECTED,False,False,2023-01-11,2025-03-13
Usage Term,Event Property,,,,UNEXPECTED,False,False,2023-01-11,2025-03-13
Value Map (link),Event Property,,,,UNEXPECTED,False,False,2023-10-23,2025-03-13
Velocity to Emerging Hand-off,Event Property,,,,UNEXPECTED,False,False,2024-09-13,2025-03-13
WLU 4wk,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Website,Event Property,,,any,LIVE,False,False,2019-11-09,2025-06-06
Website__c,Event Property,,,any,LIVE,False,False,,
Weekly Allotment %,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Why they bought Amplitude,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Win Report Sent,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Won,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Workshop Scheduled,Event Property,,,,UNEXPECTED,False,False,2024-06-21,2025-03-13
ZZZ-Amplitude Preferred Vendor,Event Property,,,any,LIVE,False,False,2022-06-01,2023-07-05
ZZZ-Aud Syncs & Models ARR (Ending),Event Property,,,,UNEXPECTED,False,False,2025-02-21,2025-03-13
ZZZ-Aud Syncs & Models ARR (Forecast),Event Property,,,,UNEXPECTED,False,False,2025-02-21,2025-03-13
ZZZ-Audiences Syncs ARR (Ending),Event Property,,,,UNEXPECTED,False,False,2025-02-21,2025-03-13
ZZZ-Audiences Syncs ARR (Forecast),Event Property,,,,UNEXPECTED,False,False,2025-02-21,2025-03-13
ZZZ-Authority,Event Property,,,any,LIVE,False,False,2022-06-01,2023-08-25
ZZZ-Champion is,Event Property,,,any,LIVE,False,False,2022-06-01,2023-04-03
ZZZ-Decision Criteria,Event Property,,,any,LIVE,False,False,2022-06-02,2023-05-26
ZZZ-Decision Process,Event Property,,,any,LIVE,False,False,2022-06-01,2023-05-26
ZZZ-Engage ARR,Event Property,,,,UNEXPECTED,False,False,2025-02-21,2025-03-13
ZZZ-Engage ARR (Forecast),Event Property,,,,UNEXPECTED,False,False,2025-02-21,2025-03-13
ZZZ-Engagement with Economics Buyer,Event Property,,,any,LIVE,False,False,2022-06-02,2023-10-30
ZZZ-Experiment ARR (Ending),Event Property,,,,UNEXPECTED,False,False,2025-02-21,2025-03-13
ZZZ-Experiment ARR (Forecast),Event Property,,,,UNEXPECTED,False,False,2025-02-21,2025-03-13
ZZZ-Identify Pain,Event Property,,,any,LIVE,False,False,2022-06-01,2024-01-10
ZZZ-Identify Pain (Detail),Event Property,,,any,LIVE,False,False,2022-06-01,2024-01-10
ZZZ-Metrics,Event Property,,,any,LIVE,False,False,2022-06-01,2023-05-26
ZZZ-Paper Process,Event Property,,,any,LIVE,False,False,2022-06-02,2022-07-20
ZZZ-Previous Solutions Attempted,Event Property,,,any,LIVE,False,False,2022-06-02,2023-10-03
"ZZZ-Procurement, Legal, Security Engaged",Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
ZZZ-Testing Activities - Champion,Event Property,,,any,LIVE,False,False,2022-06-02,2022-12-28
ZZZ-Usage Quota,Event Property,,,,UNEXPECTED,False,False,2025-02-21,2025-03-13
[6sense] City (Ev),Event Property,,,any,UNEXPECTED,False,False,2022-09-07,2022-09-07
[6sense] Company Name,Event Property,,,any,UNEXPECTED,False,False,2022-09-07,2022-09-07
[6sense] Company Name (Ev),Event Property,,,any,UNEXPECTED,False,False,2022-09-07,2022-09-07
[6sense] Country (Ev),Event Property,,,any,UNEXPECTED,False,False,2022-09-07,2022-09-07
[6sense] Domain (Ev),Event Property,,,any,UNEXPECTED,False,False,2022-09-07,2022-09-07
[6sense] Employee Count (Ev),Event Property,,,any,UNEXPECTED,False,False,2022-09-07,2022-09-07
[6sense] Employee Range (Ev),Event Property,,,any,UNEXPECTED,False,False,2022-09-07,2022-09-07
[6sense] Industry (Ev),Event Property,,,any,UNEXPECTED,False,False,2022-09-07,2022-09-07
[6sense] Intent Score (Ev),Event Property,,,any,UNEXPECTED,False,False,2022-09-07,2022-09-07
[6sense] Naics (Ev),Event Property,,,any,UNEXPECTED,False,False,2022-09-07,2022-09-07
[6sense] Naics Description,Event Property,,,any,UNEXPECTED,False,False,2022-09-07,2022-09-07
[6sense] Naics Description (Ev),Event Property,,,any,UNEXPECTED,False,False,2022-09-07,2022-09-07
[6sense] Profile Fit (Ev),Event Property,,,any,UNEXPECTED,False,False,2022-09-07,2022-09-07
[6sense] Region (Ev),Event Property,,,any,UNEXPECTED,False,False,2022-09-07,2022-09-07
[6sense] Revenue Range (Ev),Event Property,,,any,UNEXPECTED,False,False,2022-09-07,2022-09-07
[6sense] Sic (Ev),Event Property,,,any,UNEXPECTED,False,False,2022-09-07,2022-09-07
[6sense] Sic Description (Ev),Event Property,,,any,UNEXPECTED,False,False,2022-09-07,2022-09-07
[6sense] State (Ev),Event Property,,,any,UNEXPECTED,False,False,2022-09-07,2022-09-07
[Amplitude] Element Aria Label,Event Property,,"The aria-label of the element. Aria labels are intended for interactive elements without visible text in the DOM, and can be useful to further define your click events.

For example, if the element clicked was:

<button aria-label=""Close"" onclick=""myDialog.close()""></button>

The value would be: Close",any,LIVE,False,False,2024-04-30,2025-06-07
[Amplitude] Element Class,Event Property,,"The class attribute of the HTML element.

For example, if the element clicked was:

<a id=""myID"">Home</a>

The property value would be: myClass",any,LIVE,False,False,2024-04-30,2025-06-07
[Amplitude] Element Href,Event Property,,"The href attribute, specifying the URL for a link. Only applies to <a> tags on the Element Clicked event.

For example, if the element clicked was:

<a href=”https://www.amplitude.com”>Home</a>

The property value would be: https://www.amplitude.com",any,LIVE,False,False,2024-04-30,2025-06-07
[Amplitude] Element ID,Event Property,,"The id attribute of the HTML element.

For example, if the element clicked was:

<a id=""myID"">Home</a>

The property value would be: myID",any,LIVE,False,False,2024-04-30,2025-06-07
[Amplitude] Element Parent Label,Event Property,,"The text label in the parent element (or upper ancestors if not found in one level parent) of the element.

For example, if the element clicked was:

<div><span>Amplitude</span><a id=""myID"">Home</a></div>

The value would be: Amplitude",any,LIVE,False,False,2024-04-30,2025-06-07
[Amplitude] Element Position Left,Event Property,,"Captures the distance of the element from the left of the screen view in pixels.

For example, a value of 600 means the element clicked was 600 pixels from the left of the screen view.",any,LIVE,False,False,2024-04-30,2025-06-07
[Amplitude] Element Position Top,Event Property,,"Captures the distance of the element from the top of the screen view in pixels.

For example, a value of 400 means the element clicked was 400 pixels from the top of the screen view.",any,LIVE,False,False,2024-04-30,2025-06-07
[Amplitude] Element Selector,Event Property,,,string,LIVE,False,False,2024-04-30,2025-06-07
[Amplitude] Element Tag,Event Property,,"The tag name of the HTML element.

For example, if the element clicked was:

<a href=”#”>Home</a>

The property value would be: a",any,LIVE,False,False,2024-04-30,2025-06-07
[Amplitude] Element Text,Event Property,,"The text content (innerText) of the HTML element. Only applies to the Element Clicked event.

For example, if the element clicked was:

<a href=”#”>Home</a>

The property value would be: Home",any,LIVE,False,False,2024-04-30,2025-06-07
[Amplitude] Form Destination,Event Property,,,string,LIVE,False,False,2023-06-06,2025-06-07
[Amplitude] Form ID,Event Property,,,string,LIVE,False,False,2023-06-07,2025-06-07
[Amplitude] Form Name,Event Property,,,string,LIVE,False,False,2023-07-28,2025-06-07
[Amplitude] Page Title,Event Property,,"Captures the page title of the page where the element was clicked.

For example, if the page where the element was clicked has: <title>Amplitude</title>

The value would be: Amplitude",any,LIVE,False,False,2023-04-05,2025-06-07
[Amplitude] Page URL,Event Property,,,string,LIVE,False,False,2023-04-05,2025-06-07
[Amplitude] Session Recorded,Event Property,,,boolean,LIVE,False,False,2023-08-01,2025-06-05
[Amplitude] Session Replay ID,Event Property,,,string,LIVE,False,False,2023-12-15,2025-06-07
[Amplitude] Viewport Height,Event Property,,,number,LIVE,False,False,2024-04-30,2025-06-07
[Amplitude] Viewport Width,Event Property,,,number,LIVE,False,False,2024-04-30,2025-06-07
[Experiment] Endpoint,Event Property,,,any,LIVE,False,False,2021-05-27,2025-06-07
[Experiment] Environment ID,Event Property,,,any,LIVE,False,False,2021-05-27,2025-06-07
[Experiment] Environment Name,Event Property,,,any,LIVE,False,False,2021-05-27,2025-06-07
[Guides-Surveys] Engagement.level,Event Property,,,any,UNEXPECTED,False,False,2025-06-05,2025-06-06
[Guides-Surveys] Engagement.type,Event Property,,,any,UNEXPECTED,False,False,2025-05-30,2025-06-06
[Guides-Surveys] Is From Debug Mode,Event Property,,,any,UNEXPECTED,False,False,2025-05-19,2025-06-06
[Guides-Surveys] Is Last Step,Event Property,,,any,UNEXPECTED,False,False,2025-05-19,2025-06-06
[Guides-Surveys] Key,Event Property,,,any,UNEXPECTED,False,False,2025-05-19,2025-06-06
[Guides-Surveys] Lifecycle UUID,Event Property,,,any,UNEXPECTED,False,False,2025-05-19,2025-06-06
[Guides-Surveys] Page.domain,Event Property,,,any,UNEXPECTED,False,False,2025-05-19,2025-06-06
[Guides-Surveys] Page.path,Event Property,,,any,UNEXPECTED,False,False,2025-05-19,2025-06-06
[Guides-Surveys] Page.query,Event Property,,,any,UNEXPECTED,False,False,2025-06-06,2025-06-06
[Guides-Surveys] Page.title,Event Property,,,any,UNEXPECTED,False,False,2025-05-19,2025-06-06
[Guides-Surveys] Source.properties.triggerType,Event Property,,,any,UNEXPECTED,False,False,2025-05-19,2025-06-06
[Guides-Surveys] Source.type,Event Property,,,any,UNEXPECTED,False,False,2025-05-19,2025-06-06
[Guides-Surveys] Step ID,Event Property,,,any,UNEXPECTED,False,False,2025-05-19,2025-06-06
[Guides-Surveys] Step Index,Event Property,,,any,UNEXPECTED,False,False,2025-05-19,2025-06-06
[Guides-Surveys] Step Title,Event Property,,,any,UNEXPECTED,False,False,2025-05-19,2025-06-06
[Guides-Surveys] Survey Response,Event Property,,,any,UNEXPECTED,False,False,2025-06-06,2025-06-06
[Guides-Surveys] Survey Response Number,Event Property,,,any,UNEXPECTED,False,False,2025-06-06,2025-06-06
[Guides-Surveys] Survey Response String,Event Property,,,any,UNEXPECTED,False,False,2025-06-06,2025-06-06
[Guides-Surveys] Tags,Event Property,,,any,UNEXPECTED,False,False,2025-06-05,2025-06-06
[Guides-Surveys] Type,Event Property,,,any,UNEXPECTED,False,False,2025-05-19,2025-06-06
[Guides-Surveys] Variant ID,Event Property,,,any,UNEXPECTED,False,False,2025-05-19,2025-06-06
[Guides-Surveys] Version,Event Property,,,any,UNEXPECTED,False,False,2025-05-19,2025-06-06
[Guides-Surveys] Was Completed Via CTA,Event Property,,,any,UNEXPECTED,False,False,2025-06-05,2025-06-06
[Skylab] Endpoint,Event Property,,,any,LIVE,False,False,2021-03-05,2021-05-25
[Skylab] Environment ID,Event Property,,,any,LIVE,False,False,2021-03-05,2021-05-25
[Skylab] Environment Name,Event Property,,,any,LIVE,False,False,2021-03-05,2021-05-25
