Action,Object Type,Object Name,Event Display Name,Object Owner,Object Description,Event Category,Tags,Event Schema Status,Event Activity,Event Hidden From Dropdowns,Event Hidden From Persona Results,Event Hidden From Pathfinder,Event Hidden From Timeline,Event Source,Event 30 Day Volume,Event 30 Day Queries,Event First Seen,Event Last Seen,Property Type,Property Group Names,Event Property Name,Property Description,Property Value Type,Property Schema Status,Property Required,Property Visibility,Property Is Array,String Property Value Min Length,String Property Value Max Length,Number Is Integer,Number Property Value Min,Number Property Value Max,Array Unique Items,Array Min Items,Array Max Items,Enum Values,Const Value,Property Regex,Property First Seen,Property Last Seen
,Event,paid lp engagement playbook chap1,,,,,,,ACTIVE,FALSE,FALSE,FALSE,FALSE,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,full path,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2019-02-14,2024-10-05
,,,,,,,,,,,,,,,,,,,Event Property,,path,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-06-29,2025-06-07
,Event,paid lp engagement playbook chap2,,,,,,,ACTIVE,FALSE,FALSE,FALSE,FALSE,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,full path,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2019-02-14,2024-10-05
,,,,,,,,,,,,,,,,,,,Event Property,,path,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-06-29,2025-06-07
,Event,paid lp engagement playbook chap3,,,,,,,ACTIVE,FALSE,FALSE,FALSE,FALSE,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,full path,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2019-02-14,2024-10-05
,,,,,,,,,,,,,,,,,,,Event Property,,path,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-06-29,2025-06-07
,Event,paid lp engagement playbook chap4,,,,,,,ACTIVE,FALSE,FALSE,FALSE,FALSE,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,full path,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2019-02-14,2024-10-05
,,,,,,,,,,,,,,,,,,,Event Property,,path,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-06-29,2025-06-07
,Event,partners,,naoto.yamaura@amplitude.com,pageview of /partners,partners,,,ACTIVE,FALSE,FALSE,FALSE,FALSE,,0,0,2018-07-03,2021-02-16,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] audienceSegment,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] experienceName,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] impressionType,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] personalized,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,full path,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2019-02-14,2024-10-05
,,,,,,,,,,,,,,,,,,,Event Property,,path,,string,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-06-29,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,source,from url parameter ?ref=,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-07-03,2025-05-14
,Event,partners: click card,,naoto.yamaura@amplitude.com,person clicks on a partner card on /partners-directory (solutions partners),partners,,,ACTIVE,FALSE,FALSE,FALSE,FALSE,,0,0,2018-07-05,2021-02-16,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,capability,partner's capability,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-07-05,2021-02-16
,,,,,,,,,,,,,,,,,,,Event Property,,level,"partner level (1, 2, or 3)",any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-07-05,2021-02-16
,,,,,,,,,,,,,,,,,,,Event Property,,partner,name of partner,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-07-03,2021-02-22
,,,,,,,,,,,,,,,,,,,Event Property,,path,,string,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-06-29,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,region,partner's region,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-07-05,2021-02-16
,Event,partners: click CTA,,naoto.yamaura@amplitude.com,,partners,,,ACTIVE,FALSE,FALSE,FALSE,FALSE,,0,0,2018-07-05,2021-02-13,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,location,,string,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-06-29,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,path,,string,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-06-29,2025-06-07
,Event,partners: CTA clicked,,naoto.yamaura@amplitude.com,,,,,ACTIVE,FALSE,FALSE,FALSE,FALSE,,0,0,2020-10-21,2021-02-17,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,location,,string,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-06-29,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,path,,string,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-06-29,2025-06-07
,Event,partners: filter: capabilities,,naoto.yamaura@amplitude.com,person uses the 'Core Capabilities' filter on /partners-directory (solutions partners). Fire this event for each interaction with the filter,partners,,,ACTIVE,FALSE,FALSE,FALSE,FALSE,,0,0,2018-07-05,2021-02-16,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,path,,string,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-06-29,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,selection,"what the user selects in the filter. Set this property to ""none"" if no value is chosen from the dropdown",any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-07-03,2021-03-17
,Event,partners: filter: clear,,naoto.yamaura@amplitude.com,clear filters on /partners-directory (solutions partners),partners,,,ACTIVE,FALSE,FALSE,FALSE,FALSE,,0,0,2018-07-07,2021-02-15,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,path,,string,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-06-29,2025-06-07
,Event,partners: filter: core capabilities,,,,,,,ACTIVE,FALSE,FALSE,FALSE,FALSE,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,selection,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-07-03,2021-03-17
,Event,partners: filter: level,,naoto.yamaura@amplitude.com,person uses the 'Partner Level' filter on /partners-directory (solutions partners). Fire this event for each interaction with the filter,partners,,,ACTIVE,FALSE,FALSE,FALSE,FALSE,,0,0,2018-07-07,2021-02-13,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,path,,string,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-06-29,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,selection,"what the user selects in the filter. Set this property to ""none"" if no value is chosen from the dropdown",any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-07-03,2021-03-17
,Event,partners: filter: partner level,,,,,,,ACTIVE,FALSE,FALSE,FALSE,FALSE,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,selection,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-07-03,2021-03-17
,Event,partners: filter: region,,naoto.yamaura@amplitude.com,person uses the 'Region' filter on /partners-directory (solutions partners). Fire this event for each interaction with the filter,partners,,,ACTIVE,FALSE,FALSE,FALSE,FALSE,,0,0,2018-07-05,2021-02-15,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,path,,string,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-06-29,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,selection,"what the user selects in the filter. Set this property to ""none"" if no value is chosen from the dropdown",any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-07-03,2021-03-17
,Event,partners: solutions directory,,naoto.yamaura@amplitude.com,pageview of /partners-directory,partners,,,ACTIVE,FALSE,FALSE,FALSE,FALSE,,0,0,2018-07-04,2021-02-17,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] audienceSegment,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] experienceName,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] impressionType,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] personalized,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,full path,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2019-02-14,2024-10-05
,,,,,,,,,,,,,,,,,,,Event Property,,path,,string,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-06-29,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,source,from url parameter ?ref=,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-07-03,2025-05-14
,Event,partners: solutions directory: click card,,,,,,,ACTIVE,FALSE,FALSE,FALSE,FALSE,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,capability,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-07-05,2021-02-16
,,,,,,,,,,,,,,,,,,,Event Property,,level,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-07-05,2021-02-16
,,,,,,,,,,,,,,,,,,,Event Property,,partner,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-07-03,2021-02-22
,,,,,,,,,,,,,,,,,,,Event Property,,region,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-07-05,2021-02-16
,Event,partners: solutions directory: filter: clear,,,,,,,ACTIVE,FALSE,FALSE,FALSE,FALSE,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,Event,partners: solutions directory: filter: core capabilities,,,,,,,ACTIVE,FALSE,FALSE,FALSE,FALSE,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,selection,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-07-03,2021-03-17
,Event,partners: solutions directory: filter: partner level,,,,,,,ACTIVE,FALSE,FALSE,FALSE,FALSE,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,selection,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-07-03,2021-03-17
,Event,partners: solutions directory: filter: region,,,,,,,ACTIVE,FALSE,FALSE,FALSE,FALSE,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,selection,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-07-03,2021-03-17
,Event,partners: submit application,,naoto.yamaura@amplitude.com,successfully submit partner application form,partners,,,ACTIVE,FALSE,FALSE,FALSE,FALSE,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,Event,partners: thanks,,naoto.yamaura@amplitude.com,pageview of /partners/thanks,partners,,,ACTIVE,FALSE,FALSE,FALSE,FALSE,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,Event,partners: view application,,naoto.yamaura@amplitude.com,pageview of partners/apply,partners,,,ACTIVE,FALSE,FALSE,FALSE,FALSE,,0,0,2018-07-09,2018-07-09,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,source,from url parameter ?ref=,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-07-03,2025-05-14
,Event,PDF Downloaded,,naoto.yamaura@amplitude.com,,,,,ACTIVE,FALSE,FALSE,FALSE,FALSE,web,1,0,2021-05-24,2025-06-03,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,Country site,,string,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2020-11-10,2023-07-10
,,,,,,,,,,,,,,,,,,,Event Property,,pdfName,,string,,TRUE,VISIBLE,FALSE,,,,,,,,,,,,2021-05-24,2025-06-03
IGNORE,Event,Play Video,,naoto.yamaura@amplitude.com,,website navigation,,DELETED,ACTIVE,FALSE,FALSE,FALSE,FALSE,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,Event,press,,naoto.yamaura@amplitude.com,pageview of /press,press,,,ACTIVE,FALSE,FALSE,FALSE,FALSE,,0,0,2018-07-04,2021-04-28,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] audienceSegment,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] experienceName,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] impressionType,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] personalized,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,full path,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2019-02-14,2024-10-05
,,,,,,,,,,,,,,,,,,,Event Property,,path,,string,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-06-29,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,source,from url parameter ?ref=,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-07-03,2025-05-14
,Event,press: Amplitude Acquires Predictive Analytics Pioneer ClearBrain,,naoto.yamaura@amplitude.com,,press,,,ACTIVE,FALSE,FALSE,FALSE,FALSE,,0,0,2020-03-10,2021-02-16,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,full path,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2019-02-14,2024-10-05
,,,,,,,,,,,,,,,,,,,Event Property,,path,,string,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-06-29,2025-06-07
,Event,press: Amplitude Analytics and Optimizely Partner to Help Customers Deliver Better Mobile Experiences,,naoto.yamaura@amplitude.com,,press,,,ACTIVE,FALSE,FALSE,FALSE,FALSE,,0,0,2018-07-04,2021-02-16,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] audienceSegment,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] experienceName,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] impressionType,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] personalized,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,full path,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2019-02-14,2024-10-05
,,,,,,,,,,,,,,,,,,,Event Property,,path,,string,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-06-29,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,source,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-07-03,2025-05-14
,Event,press: Amplitude Analytics Launches ‘Compass’ to Help Businesses Understand User Behavior that Drives Long-Term Retention,,naoto.yamaura@amplitude.com,,press,,,ACTIVE,FALSE,FALSE,FALSE,FALSE,,0,0,2018-07-04,2021-02-16,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] audienceSegment,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] experienceName,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] impressionType,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] personalized,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,full path,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2019-02-14,2024-10-05
,,,,,,,,,,,,,,,,,,,Event Property,,path,,string,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-06-29,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,source,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-07-03,2025-05-14
,Event,press: Amplitude Analytics Liberates the Mobile User Analytics Market With Free Product Offering,,naoto.yamaura@amplitude.com,,press,,,ACTIVE,FALSE,FALSE,FALSE,FALSE,,0,0,2018-07-04,2021-02-08,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] audienceSegment,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] experienceName,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] impressionType,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] personalized,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,full path,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2019-02-14,2024-10-05
,,,,,,,,,,,,,,,,,,,Event Property,,path,,string,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-06-29,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,source,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-07-03,2025-05-14
,Event,press: Amplitude Analytics Secures $9 Million From Benchmark,,naoto.yamaura@amplitude.com,,press,,,ACTIVE,FALSE,FALSE,FALSE,FALSE,,0,0,2018-07-04,2021-01-28,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] audienceSegment,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] experienceName,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] impressionType,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] personalized,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,full path,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2019-02-14,2024-10-05
,,,,,,,,,,,,,,,,,,,Event Property,,path,,string,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-06-29,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,source,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-07-03,2025-05-14
,Event,press: Amplitude Announces European Expansion and New Headquarters Office in Amsterdam,,naoto.yamaura@amplitude.com,,press,,,ACTIVE,FALSE,FALSE,FALSE,FALSE,,0,0,2020-01-24,2021-02-16,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,full path,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2019-02-14,2024-10-05
,,,,,,,,,,,,,,,,,,,Event Property,,path,,string,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-06-29,2025-06-07
,Event,press: Amplitude Announces Inaugural Pioneer Awards,,naoto.yamaura@amplitude.com,,,,,ACTIVE,FALSE,FALSE,FALSE,FALSE,,0,0,2020-11-04,2021-02-12,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,full path,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2019-02-14,2024-10-05
,,,,,,,,,,,,,,,,,,,Event Property,,path,,string,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-06-29,2025-06-07
,Event,press: Amplitude Announces New Breakthrough in Product Analytics,,naoto.yamaura@amplitude.com,,press,,,ACTIVE,FALSE,FALSE,FALSE,FALSE,,0,0,2020-06-10,2021-02-08,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,full path,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2019-02-14,2024-10-05
,,,,,,,,,,,,,,,,,,,Event Property,,path,,string,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-06-29,2025-06-07
,Event,press: Amplitude Announces Product Intelligence Collaboration with AWS AppFlow,,naoto.yamaura@amplitude.com,,press,,,ACTIVE,FALSE,FALSE,FALSE,FALSE,,0,0,2020-04-22,2021-02-03,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,full path,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2019-02-14,2024-10-05
,,,,,,,,,,,,,,,,,,,Event Property,,path,,string,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-06-29,2025-06-07
,Event,press: Amplitude Announces Record Year of Growth in 2020,,naoto.yamaura@amplitude.com,,,,,ACTIVE,FALSE,FALSE,FALSE,FALSE,,0,0,2021-01-27,2021-03-17,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,full path,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2019-02-14,2024-10-05
,,,,,,,,,,,,,,,,,,,Event Property,,path,,string,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-06-29,2025-06-07
,Event,press: Amplitude Announces Winners of its Inaugural Pioneer Awards,,naoto.yamaura@amplitude.com,,,,,ACTIVE,FALSE,FALSE,FALSE,FALSE,,0,0,2021-01-22,2021-02-11,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,full path,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2019-02-14,2024-10-05
,,,,,,,,,,,,,,,,,,,Event Property,,path,,string,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-06-29,2025-06-07
,Event,press: Amplitude Arms Product Teams with Analytics to Meet Growing Need For Rapid Innovation,,naoto.yamaura@amplitude.com,,press,,,ACTIVE,FALSE,FALSE,FALSE,FALSE,,0,0,2018-07-13,2021-02-16,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] audienceSegment,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] experienceName,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] impressionType,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] personalized,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,full path,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2019-02-14,2024-10-05
,,,,,,,,,,,,,,,,,,,Event Property,,path,,string,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-06-29,2025-06-07
,Event,press: Amplitude Closes $80M Investment for Global Expansion of Leading Product Intelligence Platform,,,,,,,ACTIVE,FALSE,FALSE,FALSE,FALSE,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] audienceSegment,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] experienceName,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] impressionType,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] personalized,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,path,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-06-29,2025-06-07
,Event,press: Amplitude Closes $80M Investment for Global Expansion of Product Intelligence,,naoto.yamaura@amplitude.com,,press,,,ACTIVE,FALSE,FALSE,FALSE,FALSE,,0,0,2018-12-05,2019-01-22,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] audienceSegment,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] experienceName,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] impressionType,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] personalized,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,path,,string,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-06-29,2025-06-07
,Event,press: Amplitude Closes $80M Investment Led By Sequoia for Global Expansion of Product Intelligence,,naoto.yamaura@amplitude.com,,press,,,ACTIVE,FALSE,FALSE,FALSE,FALSE,,0,0,2018-12-06,2021-02-16,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] audienceSegment,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] experienceName,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
